401.help,"Nemáte oprávnění k přístupu na tuto stránku. Pomocí níže uvedeného tlačítka se můžete vrátit na domovskou stránku."
401.link.home-page,Přesuňte mě na domovskou stránku
401.unauthorized,"neoprávněné"
403.help,"K přístupu na tuto stránku nemáte oprávnění. K návratu na domovskou stránku můžete použít tlačítko níže."
403.link.home-page,Přesuňte mě na domovskou stránku
403.forbidden,"zakázáno"
500.page-internal-server-error,"Služba nedostupná"
500.help,Server dočasně nemůže váš požadavek obsloužit z důvodu odstávky údržby nebo kapacitních problémů. Opakujte akci později.
500.link.home-page,Přesuňte mě na domovskou stránku
404.help,"Hledanou stránku nelze najít. Stránka byla pravděpodobně přesunuta nebo odstraněna. Pomocí níže uvedeného tlačítka se můžete vrátit na domovskou stránku."
404.link.home-page,Přesuňte mě na domovskou stránku
404.page-not-found,"stránka nenalezena"
admin.curation-tasks.breadcrumbs,"Systémové kurátorské úkoly"
admin.curation-tasks.title,"Systémové kurátorské úkoly"
admin.curation-tasks.header,"Systémové kurátorské úkoly"
admin.registries.bitstream-formats.breadcrumbs,"Formátovací registr"
admin.registries.bitstream-formats.create.breadcrumbs,Formát bitstreamu
admin.registries.bitstream-formats.create.failure.content,Při vytváření nového formátu bitstreamu došlo k chybě.
admin.registries.bitstream-formats.create.failure.head,Selhání
admin.registries.bitstream-formats.create.head,"Vytvořit formát Bitstream"
admin.registries.bitstream-formats.create.new,Přidat nový formát bitstreamu
admin.registries.bitstream-formats.create.success.content,Nový formát bitstreamu byl úspěšně vytvořen.
admin.registries.bitstream-formats.create.success.head,Úspěch
admin.registries.bitstream-formats.delete.failure.amount,"Nepodařilo se odstranit {{ amount }} formát(ů)"
admin.registries.bitstream-formats.delete.failure.head,Selhání
admin.registries.bitstream-formats.delete.success.amount,"Úspěšně odstraněn(o){{ amount }} formát(ů)"
admin.registries.bitstream-formats.delete.success.head,Úspěch
admin.registries.bitstream-formats.description,Tento seznam formátů bitstreamu poskytuje informace o známých formátech a úrovni jejich podpory.
admin.registries.bitstream-formats.edit.breadcrumbs,Formát bitstreamu
admin.registries.bitstream-formats.edit.description.label,Popis
admin.registries.bitstream-formats.edit.extensions.hint,"Rozšíření jsou rozšíření souborů, která se používají k automatické identifikaci formátu nahraných souborů. Pro každý formát můžete zadat několik rozšíření."
admin.registries.bitstream-formats.edit.extensions.label, Rozšíření souborů
admin.registries.bitstream-formats.edit.extensions.placeholder,Zadejte příponu souboru bez tečky
admin.registries.bitstream-formats.edit.failure.content,Při úpravě formátu bitstreamu došlo k chybě.
admin.registries.bitstream-formats.edit.failure.head,Selhání
admin.registries.bitstream-formats.edit.head,Formát bitstreamu: {{ format }}
admin.registries.bitstream-formats.edit.internal.hint,"Formáty označené jako interní jsou před uživatelem skryty a používány pro administrativní účely."
admin.registries.bitstream-formats.edit.internal.label,Interní
admin.registries.bitstream-formats.edit.mimetype.hint,Typ MIME spojený s tímto formátem nemusí být jedinečný.
admin.registries.bitstream-formats.edit.mimetype.label,Typ MIME
admin.registries.bitstream-formats.edit.shortDescription.hint,Jedinečný název tohoto formátu (např. Microsoft Word XP nebo Microsoft Word 2000)
admin.registries.bitstream-formats.edit.shortDescription.label,Jméno
admin.registries.bitstream-formats.edit.success.content,Formát bitstreamu byl úspěšně upraven.
admin.registries.bitstream-formats.edit.success.head,Úspěch
admin.registries.bitstream-formats.edit.supportLevel.hint,"Úroveň podpory, kterou pro tento formát vaše instituce přislíbila."
admin.registries.bitstream-formats.edit.supportLevel.label,Úroveň podpory
admin.registries.bitstream-formats.head,Registr bitstream formátu 
admin.registries.bitstream-formats.no-items,Žádné bitstream formáty k zobrazení.
admin.registries.bitstream-formats.table.delete,Odstranit vybrané
admin.registries.bitstream-formats.table.deselect-all,"Zrušit výběr všeho"
admin.registries.bitstream-formats.table.internal,interní
admin.registries.bitstream-formats.table.mimetype,Typ MIME
admin.registries.bitstream-formats.table.name,Jméno
admin.registries.bitstream-formats.table.return,Zpět
admin.registries.bitstream-formats.table.supportLevel.KNOWN,"Známé"
admin.registries.bitstream-formats.table.supportLevel.SUPPORTED,"Podporované"
admin.registries.bitstream-formats.table.supportLevel.UNKNOWN,Neznámé
admin.registries.bitstream-formats.table.supportLevel.head,Úroveň podpory
admin.registries.bitstream-formats.title,Registr bitstreamu formátu
admin.registries.metadata.breadcrumbs,Registr metadat
admin.registries.metadata.description,Registr metadat udržuje seznam všech polí metadat dostupných v úložišti. Tato pole mohou být rozdělena mezi více schémat. DSpace však vyžaduje kvalifikované schéma Dublin Core.
admin.registries.metadata.form.create,"Vytvořit schéma metadat"
admin.registries.metadata.form.edit,Upravit schématu metadat
admin.registries.metadata.form.name,Jméno
admin.registries.metadata.form.namespace,Prostor názvů
admin.registries.metadata.head,Registr metadat
admin.registries.metadata.schemas.no-items,Žádná schémata metadat k zobrazení.
admin.registries.metadata.schemas.table.delete,Odstranit vybrané
admin.registries.metadata.schemas.table.id,ID
admin.registries.metadata.schemas.table.name,Jméno
admin.registries.metadata.schemas.table.namespace,Prostor názvů
admin.registries.metadata.title,Registr metadat
admin.registries.schema.breadcrumbs,Schéma metadat
admin.registries.schema.description,"Toto je schéma metadat pro \""{{namespace}}\""."
admin.registries.schema.fields.head,Pole schématu metadat
admin.registries.schema.fields.no-items,"Žádná metadatová pole k zobrazení."
admin.registries.schema.fields.table.delete,Odstranit vybrané
admin.registries.schema.fields.table.field,Pole
admin.registries.schema.fields.table.scopenote,"Poznámka k rozsahu"
admin.registries.schema.form.create,"Vytvořit pole metadat"
admin.registries.schema.form.edit,"Upravit pole metadat"
admin.registries.schema.form.element,"Prvek"
admin.registries.schema.form.qualifier,"Kvalifikátor"
admin.registries.schema.form.scopenote,"Poznámka k rozsahu"
admin.registries.schema.head,Schéma metadat
admin.registries.schema.notification.created,"Úspěšně vytvořeno schéma metadat \""{{prefix}}"""
admin.registries.schema.notification.deleted.failure,"Selhalo smazání {{amount}} schémat metadat"
admin.registries.schema.notification.deleted.success,"Úspěšně smazáno {{amount}} schémat metadat"
admin.registries.schema.notification.edited,"Úspěšně upravena schéma metadat \""{{prefix}}"""
admin.registries.schema.notification.failure,Chyba
admin.registries.schema.notification.field.created,"Úspěšně vytvořeno pole metadat \""{{field}}"""
admin.registries.schema.notification.field.deleted.failure,"Nelze smazat {{amount}} polí metadat"
admin.registries.schema.notification.field.deleted.success,"Úspěšně smazáno {{amount}} metadat polí"
admin.registries.schema.notification.field.edited,"Úspěšně upraveno pole metadat \""{{field}}"""
admin.registries.schema.notification.success,Úspěch
admin.registries.schema.return,Zpět
admin.registries.schema.title,"Registr schématu metadat"
admin.access-control.epeople.actions.delete,Odstranit EPerson
admin.access-control.epeople.actions.impersonate,"Vydávat se za EPerson"
admin.access-control.epeople.actions.reset,"Resetovat heslo"
admin.access-control.epeople.actions.stop-impersonating,Přestat se vydávat za EPerson
admin.access-control.epeople.breadcrumbs,EPeople
admin.access-control.epeople.title,EPeople
admin.access-control.epeople.head,EPeople
admin.access-control.epeople.search.head,"Vyhledat"
admin.access-control.epeople.button.see-all,"Procházet vše"
admin.access-control.epeople.search.scope.metadata,Metadata
admin.access-control.epeople.search.scope.email,"E-mail (přesný)"
admin.access-control.epeople.search.button,Vyhledat 
admin.access-control.epeople.search.placeholder,Vyhledat lidi...
admin.access-control.epeople.button.add,Přidat EPerson
admin.access-control.epeople.table.id,ID
admin.access-control.epeople.table.name,Jméno
admin.access-control.epeople.table.email,"E-mail (přesný)"
admin.access-control.epeople.table.edit,Upravit
admin.access-control.epeople.table.edit.buttons.edit,"Upravit \""{{name}}"""
admin.access-control.epeople.table.edit.buttons.edit-disabled,Nejste oprávněni upravovat tuto skupinu
admin.access-control.epeople.table.edit.buttons.remove,"Smazat \""{{name}}"""
admin.access-control.epeople.no-items,Žádni EPeople na zobrazení.
admin.access-control.epeople.form.create,Vytvořit EPerson
admin.access-control.epeople.form.edit,Upravit EPerson
admin.access-control.epeople.form.firstName,Křestní jméno
admin.access-control.epeople.form.lastName,Příjmení
admin.access-control.epeople.form.email,E-mail
admin.access-control.epeople.form.emailHint,"Musí být platná e-mailová adresa"
admin.access-control.epeople.form.canLogIn,"Můžete se přihlásit"
admin.access-control.epeople.form.requireCertificate,Vyžaduje se certifikát
admin.access-control.epeople.form.return,Zpět
admin.access-control.epeople.form.notification.created.success,"Úspěšně vytvořen EPerson \""{{name}}\"""
admin.access-control.epeople.form.notification.created.failure,"Nepodařilo se vytvořit EPerson \""{{name}}\"""
admin.access-control.epeople.form.notification.created.failure.emailInUse,"Nepodařilo se vytvořit EPerson \""{{name}}"", e-mail \""{{email}}"" je již používán."
admin.access-control.epeople.form.notification.edited.failure.emailInUse,"Nepodařilo se upravit EPerson \""{{name}}\"", e-mail \""{{email}}\"" je již používán."
admin.access-control.epeople.form.notification.edited.success,"Úspěšně editován EPerson \""{{name}}\"""
admin.access-control.epeople.form.notification.edited.failure,"Nepodařilo se upravit EPerson \""{{name}}\"""
admin.access-control.epeople.form.notification.deleted.success,"Úspěšně odstraněn EPerson \""{{name}}\"""
admin.access-control.epeople.form.notification.deleted.failure,"Nepodařilo se odstranit EPerson \""{{name}}"""
admin.access-control.epeople.form.groupsEPersonIsMemberOf,"Člen těchto skupin:"
admin.access-control.epeople.form.table.id,ID
admin.access-control.epeople.form.table.name,Jméno
admin.access-control.epeople.form.table.collectionOrCommunity,Sbírka/komunita
admin.access-control.epeople.form.memberOfNoGroups,"Tento EPerson není členem žádné skupiny"
admin.access-control.epeople.form.goToGroups,Přidat do skupin
admin.access-control.epeople.notification.deleted.failure,"Nepodařilo se odstranit EPerson: \""{{name}}"""
